item_identifier,item_weight,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_age_category,item_fat_content_0,item_fat_content_1,item_fat_content_2,outlet_size_0,outlet_size_1,outlet_size_2,outlet_location_type_0,outlet_location_type_1,outlet_location_type_2,new_item_type_0,new_item_type_1,new_item_type_2,outlet_type_0,outlet_type_1,outlet_type_2,outlet_type_3,outlet_0,outlet_1,outlet_2,outlet_3,outlet_4,outlet_5,outlet_6,outlet_7,outlet_8,outlet_9,outlet_age_0,outlet_age_1,outlet_age_2,item_outlet_sales
FDF17,5.19,0.206657502,Frozen Foods,197.811,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,54.27858694
NCX18,14.15,0.257161484,Household,196.311,OUT046,1997,Moderate outlet,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,57.78396836
NCO53,16.2,0.419402091,Health and Hygiene,183.7608,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54.22336028
FDT23,7.72,0.273583013,Breads,78.8986,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24.96374972
NCJ19,18.6,0.343773197,Others,56.2588,OUT046,1997,Moderate outlet,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,32.10386893
FDI05,8.35,0.357193707,Frozen Foods,76.5354,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,42.49293588
NCJ19,18.6,0.444757361,Others,55.6588,OUT010,1998,Moderate outlet,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.70128964
NCS29,12.85764518,0.263075434,Health and Hygiene,264.0884,OUT027,1985,old outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,67.11782774
NCC06,19,0.164206909,Household,129.8336,OUT013,1987,old outlet,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58.74952936
FDJ12,8.895,0.198146277,Baking Goods,207.4296,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49.92749944
FDW48,18,0.092378114,Baking Goods,78.5618,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20.07010214
FDX32,15.1,0.316896018,Fruits and Vegetables,144.7786,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.99622339
FDH02,12.85764518,0.257161484,Canned,91.8488,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,52.11970836
FDD16,20.5,0.190664884,Frozen Foods,75.8696,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,48.84902456
FDR09,12.85764518,0.278115469,Snack Foods,259.7962,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,89.60403004
FDB32,20.6,0.153455127,Fruits and Vegetables,93.3778,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36.25312676
FDP11,15.85,0.262760431,Breads,218.7166,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,64.31652509
FDG09,20.6,0.219113697,Fruits and Vegetables,187.7556,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,54.80957581
FDF21,10.3,0.24244263,Fruits and Vegetables,187.853,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,51.54165306
NCJ19,12.85764518,0.342939818,Others,55.2588,OUT027,1985,old outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,52.42539842
FDY03,17.6,0.356948649,Meat,111.3202,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.37282232
FDK58,11.35,0.212002649,Snack Foods,101.0016,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,51.29562944
FDC26,10.195,0.35578025,Canned,112.2886,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50.57012755
FDN15,17.5,0.129623397,Meat,138.518,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,48.75352295
DRH11,12.85764518,0.274211728,Hard Drinks,56.0614,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,50.96357327
NCK17,11,0.194584969,Health and Hygiene,40.948,OUT013,1987,old outlet,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.87691249
DRC01,5.92,0.138564075,Soft Drinks,47.7692,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22.19666642
FDD03,13.3,0.282473319,Dairy,232.73,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,52.88062027
NCY17,18.2,0.404165449,Health and Hygiene,45.1086,OUT049,1999,Moderate outlet,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,25.86752791
DRY23,9.395,0.330554061,Soft Drinks,42.3112,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31.30587165
FDT50,6.75,0.328965834,Dairy,96.3752,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36.63676842
FDC38,15.7,0.349845725,Canned,133.1942,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,52.74825305
NCN06,8.39,0.44909656,Household,162.8868,OUT010,1998,Moderate outlet,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.09899445
FDP56,12.85764518,0.215079139,Fruits and Vegetables,47.4692,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,39.70660398
FDW34,9.6,0.188815495,Snack Foods,244.917,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,54.00188886
FDU07,11.1,0.244613285,Fruits and Vegetables,151.3366,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,54.97937795
NCO55,12.8,0.302337685,Others,108.9938,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,32.74046426
FDL16,12.85,0.411589236,Frozen Foods,46.106,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28.1478596
FDT59,13.65,0.126268369,Breads,231.9668,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,56.79027382
DRF01,12.85764518,0.41741152,Soft Drinks,146.6102,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,43.53771469
NCS06,7.935,0.178328638,Household,261.591,OUT045,2002,Moderate outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,56.17732639
FDY13,12.85764518,0.229671938,Canned,74.967,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15.15588994
DRF36,16.1,0.198654383,Soft Drinks,189.9846,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.82333534
FDV10,7.645,0.257161484,Snack Foods,41.8112,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29.91379615
FDE09,8.775,0.190156869,Fruits and Vegetables,110.7228,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.20901974
FDC20,10.65,0.154984122,Fruits and Vegetables,57.2272,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34.27055879
FDI58,7.64,0.266654098,Snack Foods,95.012,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,43.17684565
FDI56,7.325,0.30645327,Fruits and Vegetables,93.2146,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,41.63024622
NCI17,8.645,0.379482392,Health and Hygiene,94.741,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,32.58758966
NCE19,8.97,0.305219975,Household,55.7956,OUT049,1999,Moderate outlet,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,32.20739667
FDA26,12.85764518,0.359757064,Dairy,219.3482,OUT019,1985,old outlet,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.80027702
FDR01,5.405,0.232033864,Canned,198.6742,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,48.87627645
FDC32,12.85764518,0.314052642,Fruits and Vegetables,90.6462,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,49.05304476
FDF11,10.195,0.132885793,Starchy Foods,240.1538,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,37.97529197
FDH46,6.935,0.203180427,Snack Foods,103.5332,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,35.07703522
FDY33,12.85764518,0.41253682,Snack Foods,159.0262,OUT019,1985,old outlet,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.61452338
DRG23,8.88,0.294586497,Hard Drinks,152.2682,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,42.77403886
FDY04,12.85764518,0.205598519,Frozen Foods,162.521,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,67.58245334
FDE26,9.3,0.298640712,Canned,145.3786,OUT045,2002,Moderate outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,52.39363893
NCU42,9,0.139653016,Household,169.4474,OUT035,2004,New outlet,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,64.89364376
NCO42,21.25,0.157006153,Household,146.0102,OUT035,2004,New outlet,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,54.00188886
FDU25,12.35,0.163470927,Canned,59.2246,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,31.38021988
FDW02,12.85764518,0.1936927,Dairy,124.3704,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,54.80957581
FDS22,16.85,0.152165696,Snack Foods,43.9428,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18.74946399
FDG57,14.7,0.268858121,Fruits and Vegetables,49.8034,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.13651129
FDQ25,8.63,0.168498899,Canned,173.9422,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,64.33205111
NCS06,7.935,0.178510566,Household,261.291,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,53.78569512
FDC29,12.85764518,0.155204523,Frozen Foods,112.7176,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,42.80515857
NCZ41,19.85,0.253789393,Health and Hygiene,126.7704,OUT035,2004,New outlet,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41.86150499
FDW23,5.765,0.286377885,Baking Goods,37.5164,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25.62184224
FDB03,17.75,0.396327715,Dairy,240.5538,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,62.0133921
FDN25,12.85764518,0.327277352,Breakfast,55.5588,OUT019,1985,old outlet,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15.13390895
NCN05,8.235,0.120248376,Health and Hygiene,181.895,OUT046,1997,Moderate outlet,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,27.06252021
FDV43,12.85764518,0.276556416,Fruits and Vegetables,43.4086,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,29.11294214
FDG44,6.13,0.3199216,Fruits and Vegetables,55.0298,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23.22279053
FDS12,9.1,0.418124186,Baking Goods,127.2362,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40.4458972
FDI52,18.7,0.32340536,Frozen Foods,121.4072,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,49.49892928
FDU12,15.5,0.275442994,Baking Goods,261.7568,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,42.96041899
FDG58,10.695,0.294558644,Snack Foods,156.7972,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,58.54518255
FDA16,6.695,0.184608396,Frozen Foods,220.8456,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,71.30251608
NCD18,16,0.269546617,Household,229.8668,OUT035,2004,New outlet,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,69.5535966
FDI21,5.59,0.237814455,Snack Foods,62.6168,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25.28177209
FDW31,11.35,0.208332004,Fruits and Vegetables,197.0742,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.87204144
FDB35,12.3,0.25471986,Starchy Foods,93.8804,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38.34170575
FDK58,12.85764518,0.211576761,Snack Foods,102.4016,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,49.28324665
FDU14,17.75,0.186420618,Dairy,248.775,OUT046,1997,Moderate outlet,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,61.19742642
NCP43,17.75,0.175018065,Others,178.566,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50.16696124
FDM20,12.85764518,0.257161484,Fruits and Vegetables,245.0144,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,56.43746274
FDT36,12.85764518,0.332769799,Baking Goods,35.2874,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,31.4332181
FDW19,12.35,0.196614486,Fruits and Vegetables,110.257,OUT018,2009,New outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,41.92507603
FDB29,16.7,0.229113863,Frozen Foods,113.9176,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50.19349759
FDN39,19.35,0.256692419,Meat,167.0816,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,38.85916108
FDI02,15.7,0.338474656,Canned,112.0202,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18.37282232
FDA46,12.85764518,0.3421488,Snack Foods,196.1136,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,77.63260655
FDV36,18.7,0.162636955,Baking Goods,124.902,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53.94020764
FDE35,7.06,0.209437019,Starchy Foods,59.5904,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27.59846373
FDT46,11.35,0.257161484,Snack Foods,52.4008,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28.45369572
FDS21,12.85764518,0.191184325,Snack Foods,62.7194,OUT019,1985,old outlet,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.12828828
DRD12,6.96,0.278621964,Soft Drinks,90.9146,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,38.20253395
FDR14,12.85764518,0.552030241,Dairy,54.7298,OUT019,1985,old outlet,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.38554765
FDG22,12.85764518,0.202930446,Snack Foods,37.919,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,27.73083122
FDX58,13.15,0.209360266,Snack Foods,184.195,OUT049,1999,Moderate outlet,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,52.40634504
FDB40,12.85764518,0.086622006,Dairy,146.7102,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,66.13853642
FDJ36,14.5,0.463336879,Baking Goods,102.7332,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.32013966
NCL53,7.5,0.246271852,Health and Hygiene,177.4028,OUT010,1998,Moderate outlet,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.82035069
NCX05,15.2,0.311863651,Health and Hygiene,114.8492,OUT045,2002,Moderate outlet,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,38.80772603
FDO21,11.6,0.098808001,Snack Foods,226.2404,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,42.43021565
NCF07,9,0.179312523,Household,102.0016,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38.96182747
FDU20,19.35,0.146422997,Fruits and Vegetables,119.7098,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,36.40889726
FDK09,15.2,0.391909372,Snack Foods,228.0352,OUT010,1998,Moderate outlet,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21.40257928
FDY57,20.2,0.348182866,Snack Foods,97.5752,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39.16635291
FDD51,12.85764518,0.345502294,Dairy,45.2744,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,30.09132765
FDA49,12.85764518,0.254179814,Canned,87.4198,OUT027,1985,old outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,47.62052919
FDG33,5.365,0.374486689,Seafood,171.0764,OUT046,1997,Moderate outlet,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,57.12925345
FDG35,21.2,0.257161484,Starchy Foods,173.6738,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,54.35213519
FDC52,11.15,0.091086179,Dairy,150.6708,OUT045,2002,Moderate outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,45.8976165
FDS34,19.35,0.277836743,Snack Foods,112.7518,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26.13638843
NCY05,13.5,0.234681708,Health and Hygiene,33.3874,OUT049,1999,Moderate outlet,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16.80176181
FDO46,9.6,0.119204912,Snack Foods,188.1872,OUT035,2004,New outlet,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41.25269446
FDY20,12.5,0.286146578,Fruits and Vegetables,91.7488,OUT049,1999,Moderate outlet,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36.85419922
FDA13,15.85,0.280250058,Canned,36.3506,OUT035,2004,New outlet,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24.64162332
FDS04,10.195,0.382806595,Frozen Foods,141.7838,OUT013,1987,old outlet,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41.05856305
FDU51,20.2,0.311543891,Meat,178.6028,OUT017,2007,New outlet,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47.9826677
FDK50,7.96,0.168756458,Canned,161.8894,OUT018,2009,New outlet,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,52.44444489
FDO60,20,0.185313049,Baking Goods,45.4086,OUT013,1987,old outlet,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,31.32713201
FDM13,6.425,0.252056882,Breakfast,133.0626,OUT017,2007,New outlet,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37.98405718
FDU12,12.85764518,0.274561909,Baking Goods,262.7568,OUT027,1985,old outlet,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,87.44167885
NCG54,12.1,0.283074836,Household,170.9106,OUT018,2009,New outlet,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,39.24277513
FDH40,11.6,0.363472036,Frozen Foods,82.2276,OUT010,1998,Moderate outlet,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.61034273
NCI06,12.85764518,0.28904587,Household,179.166,OUT019,1985,old outlet,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18.96132907
